id,text_raw,source
5037609468560553,台湾自古是中国的领土，台湾必将回归祖国怀抱,来自湖南
5037615244642473,只有一个中国🇨🇳,来自北京
5037578083111013,台湾统一是必然！,来自福建
5037610299034989,[抱抱][抱抱][抱抱]迎接盡快的統一[抱一抱]🇨🇳[加油][加油][加油],来自中国台湾
5037613620920493,坚持一个中国🇨🇳,来自湖北
5037618964729850,【#中国台湾省#】,0
5037598028335969,加油，想去自驾游[哆啦A梦吃惊],来自辽宁
5037636097671439,#中国台湾省#,0
5037609933340927,最有力量的讲法！手段一定要跟上！联合国宪章要用上！台湾在联合国都是中国的台湾省！名正言顺的干就对了！！！,来自安徽
5037604433036811,台湾必将回归祖国怀抱！,来自河北
5037676847966329,支持中国台湾省,来自重庆
5037577803663092,只有一个中国，台湾必归！🇨🇳,来自江苏
5037578452205774,台湾从来不是一个国家也永远不会成为一个国家！,来自上海
5037577604694894,只有一个中国,来自重庆
5037638111724012,只有一个中国！台湾必归！,来自陕西
5037684938771807,早日统一,来自北京
5037837210879552,皮鞭沾碘伏，边打边消“独”[送花花][送花花],来自江苏
5037608524582077,俺要考台湾省的公务员[我想开了][我想开了][我想开了]快快快！！！,来自山东
5037643408607311,中国台湾省！🇨🇳,来自黑龙江
5037616437137053,支持台湾回归[鲜花][耶][爱你][good][good],来自广西
5037612987581926,台湾当归，期待祖国今夏统一🇨🇳,来自云南
5037582528024398,只有一个中国🇨🇳[心],来自陕西
5037577883095337,只有一个中国🇨🇳,来自山西
5037577780334334,只有一个中国🇨🇳,来自陕西
5037619031315284,坚持一个中国原则,来自湖北
5037909154990919,全面禁止台独艺人开大陆‼️,来自广东
5037656870225998,【#中国台湾省# 】只有一个中国，台湾必归！🇨🇳,来自北京
5037641921987862,祖国必统一！🇨🇳,来自浙江
5037630688072498,台湾当归，中国必将一统！,来自四川
5037606473833872,熊孩子不听话的时候  最有效的解决方式就是  打一顿[可爱],来自河南
5037601176422038,只有一个中国🇨🇳,来自重庆
5037597439037267,中国🇨🇳“一点”也不能少[努力],来自广东
5038587974256422,只有一个中国🇨🇳,来自江苏
5038585627541520,坚持一个中国原则！！,来自福建
5038383753859895,赶紧实现，早日回归，我要去找宝贝[送花花][送花花][送花花],来自中国台湾
5038336068552951,祖国统一，势不可挡[心][心][心][心],来自意大利
5038317554632467,赖、蔡都是鼠辈~,来自北京
5038271266294349,只有一个中国🇨🇳,来自广东
5038219502552989,真理只在大炮射程之内，尊严只在剑锋之上。武力统一，永不言弃[话筒],来自福建
5038198479126801,只有一个中国，台湾必将回归,来自广西
5038042121241472,只有一个中国🇨🇳,来自北京
5038031075283555,统一[给你小心心][给你小心心][给你小心心],来自湖南
5037989799658812,台湾是中国的台湾,来自意大利
5037988822387049,赶紧统一吧,来自江西
5037986590754909,赶快赶快，已经迫不期待想开车走厦高大桥了,来自福建
5037984023844438,只有一个中国！！ 期待台湾回归,来自四川
5037980794489584,只有一个中国🇨🇳,来自广西
5037926714968073,只有一个中国🇨🇳，台湾必归[心],来自贵州
5037918936631209,台湾必归！,来自江苏
5037917915319608,#中国台湾省# 🇨🇳,来自浙江
5037912257465893,只有一个中国,来自广东
5037898024357454,台湾必归！,来自山东
5037879114075532,台湾从来不是一个国家也永远不会成为一个国家，台湾当归！,来自广东
5037876127467788,只有一个中国🇨🇳[打call][打call],来自河南
5037859923038250,只有一个中国🇨🇳！,来自河南
5037857634781077,台湾是中国的🇨🇳,来自内蒙古
5037841605989018,只有一个中国🇨🇳,来自北京
5037838666302646,支持祖国🇨🇳,来自黑龙江
5037820265891363,只有一个中国 ！坚持一个中国原则！🇨🇳,来自安徽
5037784001413600,只有一个中国🇨🇳,来自贵州
5037776317186337,只有一个中国🇨🇳！祖国必将统一！,来自湖北
5037755143029108,去台湾玩[打call][打call][打call],来自海南
5037726040589756,跨海大桥建成之日。 台湾归来之时,来自四川
5037720179051590,祖国必然完全统一[心]  我们中国 意志最坚定！,来自北京
5037719998956807,祖国统一势不可挡🇨🇳！,来自广东
5037699839035062,相信咱妈[喵喵],来自湖北
5037699362986037,只有一个中国！！！！！！！！！！！！！,来自江西
5037699346205415,只有一个中国[心],来自广东
5037698621899260,只是一个中国！,来自四川
5037695112320498,只有一个中国🇨🇳,来自广东
5037692431107671,坚持一个中国原则🇨🇳,来自湖北
5037691871959559,台湾必归！,来自广东
5037686349891507,只有一个中国🇨🇳,来自浙江
5037684232294447,只有一个中国🇨🇳,来自湖北
5037680935571285,必归！,来自广东
5037676268886933,台湾必归！,来自江苏
5037675545628964,#台湾从来不是一个国家也永远不会成为一个国家#,来自上海
5037673001786085,台湾必归,来自辽宁
5037672647625802,坚持一个中国🇨🇳原则！,来自福建
5037670034312163,中国台湾省！,来自陕西
5037668652024584,只有一个中国，坚持一个中国原则 ！🇨🇳[心],来自河南
5037665065897688,祖国统一🇨🇳,来自河南
5037664418663711,坚持一个中国原则🇨🇳,来自广东
5037663674958923,[干饭人]所以从我们这开始建桥吧！,来自天津
5037658518588465,期待早日回归,来自新疆
5037652210616864,祖国必将统一,来自山东
5037651838894957,支持祖国统一，只有一个中国,来自湖北
5037649788931119,#台湾从来不是一个国家也永远不会成为一个国家#。#台湾必归#！ ​​​,来自四川
5037648286844727,只有一个中国,来自山西
5037646835094722,台湾必归！！！,来自湖北
5037646049182600,台湾是中国的台湾！🇨🇳,来自山东
5037645078464097,只有一个中国🇨🇳,来自河北
5037644390336824,只有一个中国🇨🇳,来自海南
5037644348655253,我期盼一觉醒来，可以在岛内安排铁锅炖大鹅了[笑cry],来自浙江
5037643001763275,我怎么感觉咱妈要有大动作[偷乐][偷乐],来自黑龙江
5037642164997185,中华人民共和国🇨🇳[good],来自浙江
5037641008944700,台湾必归！！,来自江西
5037640778257428,坚持一个中国🇨🇳,来自江苏
5037640615727822,中国台湾省[举车],来自福建
5037640506938798,#中国台湾省# 必归,来自四川
5037640427244385,只有一个中国🇨🇳,来自黑龙江
5037639915277802,中国台湾省！,来自陕西
5037639533073174,台湾始终是中国的！🇨🇳,来自湖南
5037639340133809,只有一个中国！！！,来自福建
5037638333499539,只有一个中国🇨🇳,来自河北
5037638287360963,只有一个中国🇨🇳,来自黑龙江
5037638278971444,统一祖国,来自湖南
5037638104909742,对于不回家的孩子，打一顿就老实了[awsl],来自广东
5037637035362392,中国台湾省！,来自宁夏
5037636916612699,只有一个中国🇨🇳,来自天津
5037636276191782,坚持一个中国原则!🇨🇳台湾必归!,来自江苏
5037636150627558,#中国台湾省# 台湾必归！,来自湖南
5037635179121621,国泰民安，阖家团圆💗[女孩儿],来自江苏
5037635001388132,坚持一个中国,来自浙江
5037634617872570,只有一个中国🇨🇳,来自江西
5037634521401504,只有一个中国[加油],来自安徽
5037634138934573,台湾是中国的台湾[加油][加油]期待统一[加油][加油]！,来自新疆
5037632947490550,坚持一个🇨🇳原则！,来自江苏
5037632847615801,中国台湾省！[爱慕],来自湖南
5037632323064081,打，不打不成才[doge],来自北京
5037631844909554,只有一个中国🇨🇳,来自浙江
5037631584338601,只有一个中国🇨🇳,来自广东
5037631324558321,只有一个中国🇨🇳,来自山东
5037630981672121,一个中国🇨🇳[相爱],来自广东
5037629970318200,台湾当归,来自黑龙江
5037629743303671,#台湾从来不是一个国家也永远不会成为一个国家#,来自北京
5037629105504902,只有一个中国！！！,来自广西
5037628825799585,早日统一🇨🇳,来自湖北
5037627929789156,期待台湾早日回归，期待见证历史的那一刻🇨🇳,来自安徽
5037627810778921,只有一个中国🇨🇳祖国统一势不可挡！[努力],来自广东
5037627224884589,早日实现祖国统一🇨🇳,来自陕西
5037626526538384,所以能啥时候回归那[苦涩],来自河南
5037626433995869,祖国统一势不可挡！,来自湖北
5037626388381985,只有一个中国🇨🇳,来自安徽
5037626046546604,#中国台湾省# 当归且必归,来自上海
5037625814289102,只有一个中国🇨🇳,来自北京
5037625503386217,只有一个中国,来自福建
5037625148966441,坚持一个中国原则,来自广东
5037624848814436,中国永远只有一个中国 必将实现完全统一🇨🇳,来自广东
5037624581162313,孩子不听话 打一顿就好了,来自浙江
5037624387701911,只有一个中国🇨🇳,来自广东
5037624297260511,打,来自重庆
5037623767470362,只有一个中国🇨🇳,来自山东
5037623205434922,只有一个中国！🇨🇳🇨🇳🇨🇳,来自江苏
5037622869101880,只有一个中国🇨🇳,来自山东
5037622758211597,祖国一统 大势所趋！势不可挡！🇨🇳,来自北京
5037622462779090,支持，祖国必将统一，海峡两岸同胞一家亲,来自四川
5037621902312516,只有一个中国,来自广东
5037621845426989,台湾是中国的台湾 祖国早日统一🇨🇳,来自广东
5037621726154373,只有一个中国🇨🇳,来自安徽
5037621677395976,10月1国庆节我能看到台湾回归？,来自陕西
5037621493370973,只有一个中国,来自湖南
5037621187972870,台湾必归,来自甘肃
5037621027539106,只有一个中国🇨🇳,来自甘肃
5037620790822185,台湾必归！,来自浙江
5037620759363727,🇨🇳,来自黑龙江
5037620625147724,只有一个中国🇨🇳,来自广东
5037620138344757,只有一个中国🇨🇳,来自贵州
5037619975030423,台湾省，这名字真好听[打call][打call][打call],来自黑龙江
5037619859687550,作为山东人 我很想去台湾种豆橛子[允悲][允悲][允悲][允悲][允悲],来自河北
5037619602002364,只有一个中国🇨🇳,来自江西
5037619488755613,只有一个中国,来自广东
5037619271176218,只有一个中国,来自山东
5037619170513023,只有一个中国💪🏻,来自广东
5037617509304878,见证历史时刻！祖国万岁！中国🇨🇳中国🇨🇳🇨🇳,来自广东
5037617192112585,坚持只有一个中国原则,来自福建
5037617085942655,必须武力解决[给你小心心][给你小心心],来自浙江
5037616926556701,只有一个中国🇨🇳#台湾当归#,来自河北
5037616680403203,只有一个中国🇨🇳,来自广东
5037616636363566,只有一个中国🇨🇳,来自河南
5037616414067463,只有一个中国🇨🇳,来自海南
5037616332278425,中国台湾省！,来自江苏
5037615927792545,只有一个中国🇨🇳,来自四川
5037615898432973,就跟管孩子一样，能听话就说下，不听话打一顿就好使了[顶][顶][顶],来自河北
5037615824768544,中国台湾省！我想坐高铁去台湾旅游了,来自广西
5037615703132587,祖国统一势不可挡！,来自北京
5037615650708405,有且只有一个中国！,来自广东
5037615211088334,只有一个中国🇨🇳,来自广西
5037615211087225,只有一个中国🇨🇳,来自四川
5037615126415497,始终坚持一个中国🇨🇳,来自江苏
5037615044888201,台湾永远不会成为一个国家，永远是中国台湾省！！！,来自重庆
5037615022347729,只有一个中国🇨🇳,来自湖南
5037614933742004,早日回归到祖国的怀抱。,来自广东
5037614853260382,只有一个中国🇨🇳,来自四川
5037614845657557,世界只有一个中国,来自黑龙江
5037613553026064,只有一个中国,来自江西
5037613414613103,祖国统一！！,来自四川
5037613404655902,台湾当归，祖国必然完全统一🇨🇳,来自广东
5037613393905897,只有一个中国🇨🇳,来自广西
5037613186811961,只有一个中国🇨🇳[拳头],来自浙江
5037613185242683,只有一个中国，期待坐高铁去台湾的那一天！,来自四川
5037612372855968,一个中国🇨🇳,来自湖南
5037612102585279,台湾是中国的台湾，祖国必将完全统一！,来自浙江
5037611924327546,祖国早日实现统一！！,来自河南
5037611886579006,坚持一个中国原则🇨🇳,来自北京
5037611745544229,只有一个中国🇨🇳,来自四川
5037611622335653,只有一个中国🇨🇳，台湾是中国的一部分。,来自上海
5037611397418097,台湾是祖国不可分割的一部分[话筒],0
5037611125833808,中国早日统一🇨🇳,来自江苏
5037611043523522,熊孩子值得一顿胖揍！！,来自广西
5037611015734319,台湾省是中国的,来自福建
5037610949674049,只有一个中国🇨🇳,来自江西
5037610588965154,只有一个中国,来自柬埔寨
5037610502194265,祖国统一！,来自陕西
5037610407299246,坚持一个中国原则,来自广东
5037610107933695,只有一个中国🇨🇳,来自河北
5037609768192764,只有一个中国,来自四川
5037609195143792,中国台湾省🇨🇳,来自北京
5037609120436217,坚持一个中国🇨🇳原则！,来自广东
5037608969700282,中国台湾省,来自新疆
5037608746615632,台湾必当归！,来自河北
5037608688419700,台湾省[心][心],来自河北
5037608254046907,中国🇨🇳🇨🇳,来自河南
5037608237534348,只有一个中国 祝祖国早日统一🇨🇳,来自河南
5037608212108855,祖国统一，势不可挡！只有一个中国🇨🇳！,来自山东
5037608139492658,只有一个中国🇨🇳,来自上海
5037608132673661,台湾本就是中国的台湾 早日回归祖国[赢牛奶]只有一个中国🇨🇳 必和中国🇨🇳一心,来自河南
5037608117995001,只有一个中国！,来自四川
5037607895960139,五筒胡牌，爱咋咋地,来自黑龙江
5037607159336626,只有一个中国🇨🇳,来自上海
5037607113197850,只有一个中国🇨🇳,来自安徽
5037606970594908,中国台湾省[心],来自北京
5037606590484377,台湾是中国的！,来自辽宁
5037606477759258,只有一个中国🇨🇳,来自上海
5037606021367529,坚持一个中国原则！,来自北京
5037605930402785,只有一个中国🇨🇳,来自海南
5037605861988351,只有一个中国🇨🇳,来自上海
5037605815584184,坚持一个中国原则！,来自北京
5037605740086272,台湾必归[加油]只有一个中国🇨🇳,来自福建
5037605638637674,台湾必回归[送花花],来自河南
5037604919575967,中国台湾省,来自安徽
5037604913284442,只有一个中国🇨🇳,来自北京
5037604890217407,只有一个中国,来自安徽
5037604804235451,只有一个中国🇨🇳！,来自广东
5037604145728462,🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳,来自浙江
5037604072327857,祖国统一势不可挡！,来自广东
5037603552499107,台湾必归！！,来自辽宁
5037603449736023,中国台湾省,来自广东
5037603279602858,#中国台湾省# 期待祖国早日统一！！！🇨🇳🇨🇳🇨🇳,来自四川
5037603258631913,中国台湾省,来自四川
5037603144077228,只有一个中国[心],来自山东
5037602800141826,一个中国🇨🇳,来自浙江
5037602744830821,只有一个中国🇨🇳,来自山东
5037602603011547,中国台湾省,来自云南
5037602478492729,只有一个中国🇨🇳,来自山东
5037602319109201,只有一个中国🇨🇳,来自江西
5037601713033373,加油,来自河南
5037601453507585,只有一个中国🇨🇳台湾必将回归祖国的怀抱！,来自新疆
5037601309855422,只有一个中国🇨🇳,来自河南
5037601160171239,打一顿就好了,来自山东
5037601113246980,只有一个中国！！,来自海南
5037600487769442,只有一个中国🇨🇳,来自山东
5037600378716830,台湾是中国的台湾！！台湾从来不是一个国家也永远不会成为一个国家！！只有一个中国🇨🇳,来自四川
5037600270976654,中国台湾省🇨🇳,来自湖南
5037600259967636,只有一个中国🇨🇳,来自江苏
5037600156682882,台湾是中国的台湾！！只有一个中国🇨🇳,来自四川
5037600010143106,中国台湾省[心],来自广东
5037599854953483,只有一个🇨🇳台湾当归,来自上海
